"","I_D","FLAG_TSUNAMI","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LATITUDE","LONGITUDE","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","CONTINENT","LOCATION"
"3938",5669,"",2002,12,25,12,57,3.2,10,5.7,5.7,5.6,5.5,NA,NA,NA,NA,"CHINA","",39.57,75.254,40,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,"Asia","CHINA:  XINJIANG:  WUQIA"
"3939",5670,"",2002,12,25,19,13,42.7,91,5.5,5.5,NA,5.3,NA,NA,NA,NA,"AFGHANISTAN","",35.704,69.868,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","AFGHANISTAN:  JALALABAD"
"3940",5671,"",2003,1,11,17,45,30.6,33,5.2,5.2,5,5.2,NA,NA,NA,NA,"IRAN","",29.59,51.474,140,NA,NA,NA,NA,NA,2,NA,3,650,3,650,3,NA,NA,NA,NA,NA,2,NA,3,650,3,1350,4,"Asia","IRAN:  KAZERUN, NURABAD"
"3941",5672,"Tsu",2003,1,20,8,43,6,33,7.3,7.3,7.8,6.7,NA,NA,NA,NA,"SOLOMON ISLANDS","",-10.491,160.77,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL"
"3942",5673,"Tsu",2003,1,22,2,6,34.6,24,7.5,7.5,7.6,6.5,NA,NA,NA,8,"MEXICO","",18.77,-104.104,150,29,1,NA,NA,300,3,NA,3,2005,4,6615,4,29,1,NA,NA,300,3,NA,3,2005,4,6615,4,"Americas","MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO"
"3943",5674,"",2003,1,23,0,8,22.8,33,5.5,5.5,5.1,5.3,NA,NA,NA,6,"INDONESIA","",-8.807,118.524,170,NA,NA,NA,NA,2,1,NA,2,NA,NA,500,3,NA,NA,NA,NA,2,1,NA,2,NA,NA,500,3,"Asia","INDONESIA:  SUMBAWA ISLAND:  DOMPU"
"3944",5675,"",2003,1,26,19,57,3.2,7,4.7,NA,NA,4.7,4.6,NA,NA,7,"ITALY","",43.883,11.96,130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Europe","ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA"
"3945",5676,"",2003,1,27,5,26,23,10,6.1,6.1,6,5.6,NA,NA,NA,NA,"TURKEY","",39.5,39.878,140,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,2,"Europe","TURKEY:  SAGLAMTAS, PULUMUR"
"3946",5685,"",2003,2,13,17,34,20.9,24,5.3,5.3,5.2,5.2,NA,NA,NA,NA,"CHINA","",43.897,85.923,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","CHINA:  N. XINJIANG:  URUMQI"
"3947",5700,"",2003,2,15,5,47,58.9,10,5.8,5.8,5.6,5.4,NA,NA,NA,6,"PHILIPPINES","",12.171,123.921,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","PHILIPPINES: LUZON:  DIMASALANG"
"3948",5701,"",2003,2,15,11,1,59.8,10,6.3,6.3,6.2,5.8,NA,NA,NA,6,"PHILIPPINES","",12.168,124.079,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,"Asia","PHILIPPINES: MASBATE, DIMASALANG"
"3949",5680,"",2003,2,22,12,19,10.5,1,5.2,5.2,4.8,4.9,NA,NA,NA,6,"USA","CA",34.31,-116.848,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  BIG BEAR CITY"
"3950",5681,"",2003,2,22,20,41,3.4,10,5,5,NA,5,5.7,NA,NA,NA,"FRANCE","",48.342,6.57,120,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Europe","FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN"
"3951",5682,"",2003,2,24,2,3,41.4,11,6.3,6.3,6.3,5.8,NA,NA,NA,NA,"CHINA","",39.61,77.23,40,261,3,NA,NA,4000,4,NA,4,71000,4,NA,NA,261,3,NA,NA,4000,4,NA,4,71000,4,NA,NA,"Asia","CHINA:  S. XINJIANG:  BACHU"
"3952",5683,"",2003,2,25,3,52,41,10,5.4,5.4,5.3,5.1,NA,NA,NA,NA,"CHINA","",39.483,77.393,40,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","CHINA:  S. XINJIANG:  BACHU"
"3953",5684,"",2003,3,21,11,38,20,33,4.6,NA,NA,4.6,NA,NA,NA,NA,"INDONESIA","",-6.983,108.468,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,800,3,"Asia","INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA"
"3954",5686,"",2003,3,22,13,36,16,6,4.7,NA,NA,NA,4.7,NA,NA,NA,"GERMANY","",48.21,9,120,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Europe","GERMANY:  ALBSTADT"
"3955",5702,"",2003,3,25,2,53,25,33,6.5,6.5,6.1,6.2,NA,NA,NA,NA,"INDONESIA","",-8.294,120.743,170,4,1,NA,NA,20,1,NA,1,NA,NA,NA,2,4,1,NA,NA,20,1,NA,1,NA,NA,NA,2,"Asia","INDONESIA:  FLORES:  REO"
"3956",5689,"",2003,3,25,18,51,26.3,47,5.5,5.5,4.8,4.8,NA,NA,NA,NA,"BHUTAN","",27.264,89.331,60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","BHUTAN:  PHUENTSHOLING"
"3957",5690,"",2003,4,10,0,40,15.1,10,5.7,5.7,5.6,5.6,NA,NA,NA,NA,"TURKEY","",38.221,26.958,140,NA,NA,NA,NA,90,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,90,2,NA,2,NA,2,NA,2,"Europe","TURKEY:  IZMIR, SEFERIHISAR"
"3958",5691,"",2003,4,17,0,48,38.5,14,6.4,6.4,6.3,6.2,NA,NA,NA,NA,"CHINA","",37.529,96.476,30,NA,NA,NA,NA,NA,NA,NA,1,45,1,45,1,NA,NA,NA,NA,NA,NA,NA,1,45,1,NA,NA,"Asia","CHINA:  QINGHAI PROVINCE:  DELINGHA"
"3959",5703,"",2003,4,29,8,59,39,20,4.6,4.6,NA,4.4,NA,NA,NA,6,"USA","AL",34.494,-85.629,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","USA: ALABAMA:  FORT PAYNE,GAYLESVILLE,VALLEY HEAD"
"3960",5692,"",2003,5,1,0,27,4.7,10,6.4,6.4,6.4,5.7,NA,NA,NA,NA,"TURKEY","",39.007,40.464,140,177,3,NA,NA,521,3,NA,3,718,3,718,3,177,3,NA,NA,521,3,NA,3,718,3,2593,4,"Europe","TURKEY:  BINGOL"
"3961",5693,"",2003,5,4,15,44,35.5,10,5.8,5.8,5.6,5,NA,NA,NA,NA,"CHINA","",39.43,77.219,40,1,1,NA,NA,3,1,NA,3,1600,4,NA,NA,1,1,NA,NA,3,1,NA,3,1600,4,NA,NA,"Asia","CHINA:  S. XINJIANG:  YOPURGA"
"3962",5694,"Tsu",2003,5,21,18,44,20.1,12,6.8,6.8,6.9,6.5,NA,NA,NA,10,"ALGERIA","",36.964,3.634,15,2266,4,NA,NA,10261,4,5000,4,43000,4,43000,4,2266,4,NA,NA,10261,4,5000,4,43000,4,NA,NA,"Africa","ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA"
"3963",5695,"",2003,5,26,9,24,33.4,68,7,7,NA,6.7,NA,NA,NA,NA,"JAPAN","",38.849,141.568,30,NA,NA,NA,NA,143,3,233,4,NA,NA,720,3,NA,NA,NA,NA,143,3,233,4,NA,NA,720,3,"Asia","JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA"
"3964",5696,"",2003,5,26,19,23,27.9,31,7,7,7.1,6.5,NA,NA,NA,NA,"INDONESIA","",2.354,128.855,170,1,1,NA,NA,7,1,NA,1,28,1,20,1,1,1,NA,NA,7,1,NA,1,28,1,20,1,"Asia","INDONESIA:  MOROTAI, BEREBERE, DARUBA"
"3965",5697,"Tsu",2003,5,27,17,11,28.8,8,5.7,5.7,5.5,5.5,NA,NA,NA,NA,"ALGERIA","",36.939,3.578,15,9,1,NA,NA,200,3,NA,2,NA,3,NA,NA,9,1,NA,NA,200,3,NA,2,NA,3,NA,NA,"Africa","ALGERIA:  ALGIERS, BOUMERDES, REGHAIA"
"3966",5698,"",2003,6,6,12,29,34,3,4,4,NA,3.9,NA,NA,NA,6,"USA","KY",36.87,-88.98,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","USA: KENTUCKY:  BARDWELL"
"3967",5699,"",2003,6,9,7,6,39.3,18,5.2,5.2,4.9,4.9,NA,NA,NA,NA,"GREECE","",39.893,22.309,130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,50,1,"Europe","GREECE:  GONNOI, LARISA"
"3968",5688,"",2003,6,20,13,30,41.6,33,6.8,6.8,6.8,6.4,NA,NA,NA,6,"CHILE","",-30.608,-71.637,160,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,"Americas","CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN"
"3969",5704,"",2003,7,3,14,59,32.2,41,5.2,5.2,4.9,5.2,NA,NA,NA,NA,"IRAN","",35.476,60.784,140,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,90,2,"Asia","IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ"
"3970",5705,"",2003,7,10,17,6,37.6,10,5.8,5.8,5.5,5.9,NA,NA,NA,NA,"IRAN","",28.355,54.169,140,1,1,NA,NA,25,1,NA,3,3500,4,3500,4,1,1,NA,NA,25,1,NA,3,3500,4,NA,NA,"Asia","IRAN:  SOUTHERN: GAJJIABAD"
"3971",5707,"",2003,7,21,15,16,31.9,10,5.9,5.9,6,5.4,NA,NA,NA,NA,"CHINA","",25.975,101.29,30,16,1,NA,NA,584,3,75,4,264878,4,264878,4,16,1,NA,NA,584,3,75,4,264878,4,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE"
"3972",5708,"",2003,7,25,15,13,7.7,10,5.5,5.5,4.9,5.6,NA,NA,NA,NA,"JAPAN","",38.432,141.003,30,NA,NA,NA,NA,569,3,411,4,NA,NA,1025,4,NA,NA,NA,NA,569,3,411,4,NA,NA,1025,4,"Asia","JAPAN:  HONSHU:  MIYAGI, IWATE"
"3973",5709,"",2003,7,26,1,0,57.6,10,4.5,NA,NA,4.5,5,NA,NA,NA,"TURKEY","",38.111,28.887,140,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,48,1,"Europe","TURKEY:  WESTERN:  BULDAN"
"3974",5710,"",2003,7,26,8,36,49.1,10,5.4,5.4,5.2,5,NA,NA,NA,NA,"TURKEY","",38.019,28.927,140,NA,NA,NA,NA,10,1,NA,1,1,1,1,1,NA,NA,NA,NA,10,1,NA,1,1,1,NA,1,"Europe","TURKEY:  WESTERN:  BULDAN"
"3975",5711,"",2003,7,26,23,18,17.9,10,5.7,5.7,5.5,5.5,NA,NA,NA,NA,"BANGLADESH","",22.854,92.306,60,2,1,NA,NA,25,1,NA,2,500,3,NA,NA,2,1,NA,NA,25,1,NA,2,500,3,NA,NA,"Asia","BANGLADESH:  RANGAMATI"
"3976",5713,"",2003,8,11,0,19,9.2,10,6,6,5.6,5.7,NA,NA,NA,NA,"INDONESIA","",1.142,128.152,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,200,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,200,3,"Asia","INDONESIA:  HALMAHERA:  WASILE"
"3977",5714,"",2003,8,13,8,29,27.2,54,5.4,5.4,NA,5,NA,NA,NA,NA,"PANAMA","",9.355,-79.941,100,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","PANAMA:  COLON, PANAMA CITY"
"3978",5715,"",2003,8,14,5,14,54.7,10,6.3,6.3,6.2,5.6,NA,NA,NA,NA,"GREECE","",39.16,20.605,130,NA,NA,NA,NA,50,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,50,1,NA,2,NA,NA,NA,2,"Europe","GREECE:  LEFKADA, PREVEZA"
"3979",5716,"",2003,8,16,10,58,42.7,24,5.4,5.4,5.1,5.5,NA,NA,NA,NA,"CHINA","",43.77,119.643,30,4,1,NA,NA,1000,3,NA,3,7900,3,NA,NA,4,1,NA,NA,1000,3,NA,3,7900,4,NA,NA,"Asia","CHINA:  NEI MONGOL:  LINDONG, TIANSHAN"
"3980",5717,"",2003,8,18,9,3,3.5,33,5.5,5.5,5.3,5.6,NA,NA,NA,NA,"CHINA","",29.573,95.605,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI"
"3981",5719,"Tsu",2003,8,21,12,12,49.7,28,7.2,7.2,7.5,6.6,7.1,NA,NA,NA,"NEW ZEALAND","",-45.104,167.144,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND"
"3982",5720,"",2003,9,14,21,42,51.8,10,5.3,5.3,5.2,5.1,NA,NA,NA,7,"ITALY","",44.329,11.45,130,NA,NA,NA,NA,NA,2,NA,1,NA,NA,10,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,10,1,"Europe","ITALY:  LOIANO, MONGHIDORO, MONZUNO"
"3983",5721,"",2003,9,20,3,54,50.7,52,5.7,5.7,NA,5.4,NA,NA,NA,NA,"JAPAN","",34.998,140.172,30,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,2,"Asia","JAPAN:  HONSHU:  TOKYO"
"3984",5722,"",2003,9,21,18,16,13.4,10,6.6,6.6,6.9,6.1,NA,NA,NA,NA,"MYANMAR (BURMA)","",19.917,95.672,60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,"Asia","MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK"
"3985",5723,"",2003,9,22,4,45,36.2,10,6.4,6.4,6.6,6.2,NA,NA,NA,10,"DOMINICAN REPUBLIC","",19.777,-70.673,90,3,1,NA,NA,15,1,NA,3,NA,3,NA,NA,3,1,NA,NA,15,1,NA,3,NA,3,NA,NA,"Americas","DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO"
"3986",5724,"Tsu",2003,9,25,19,50,6.3,27,8.3,8.3,8.1,6.9,NA,NA,NA,NA,"JAPAN","",41.815,143.91,30,NA,NA,NA,NA,755,3,90,4,NA,NA,NA,NA,NA,NA,NA,NA,755,3,90,4,NA,NA,NA,NA,"Asia","JAPAN:  HOKKAIDO"
"3987",5725,"",2003,9,27,11,33,25,16,7.3,7.3,7.5,6.5,NA,NA,NA,10,"RUSSIA","",50.038,87.813,40,3,1,NA,NA,5,1,10.6,3,300,3,NA,NA,3,1,NA,NA,5,1,10.6,3,300,3,NA,NA,"Asia","RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO"
"3988",5726,"",2003,9,29,15,27,1,10,4.4,NA,4.4,5.1,NA,NA,NA,NA,"RUSSIA","",50,87.89,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","RUSSIA:  KOSH-AGACH"
"3989",5727,"",2003,9,29,18,22,32,32,4.8,NA,NA,4.8,4.9,NA,NA,NA,"NEW ZEALAND","",-43.34,173.04,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  CHRISTCHURCH"
"3990",5728,"",2003,10,1,1,3,25.2,10,6.7,6.7,7.1,6.3,NA,NA,NA,NA,"RUSSIA","",50.211,87.721,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK"
"3991",5729,"",2003,10,15,7,30,35.9,78,5.2,5.2,NA,5,NA,NA,NA,NA,"JAPAN","",35.457,139.871,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","JAPAN:  NEAR S COAST HONSHU:  ATSUGI"
"3992",5730,"",2003,10,16,3,20,55.3,10,4.5,NA,4.5,4.8,NA,NA,NA,NA,"DOMINICAN REPUBLIC","",19.761,-70.693,90,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Americas","DOMINICAN REPUBLIC:   MOCA, SANTIAGO"
"3993",5731,"",2003,10,16,12,28,9,33,5.6,5.6,5.6,5.2,NA,NA,NA,NA,"CHINA","",25.954,101.254,30,3,1,NA,NA,32,1,NA,3,12000,4,12000,4,3,1,NA,NA,32,1,NA,3,12000,4,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  DAYAO"
"3994",5732,"",2003,10,25,12,41,35.2,10,5.8,5.8,5.7,5.8,NA,NA,NA,NA,"CHINA","",38.4,100.951,30,9,1,NA,NA,43,1,40,4,10000,4,NA,NA,9,1,NA,NA,43,1,40,4,10000,4,NA,NA,"Asia","CHINA:  GANSU PROVINCE:  MINLE, SHANDAN"
"3995",6610,"Tsu",2003,10,31,1,6,28.2,10,7,7,6.8,6.1,NA,NA,NA,NA,"JAPAN","",37.812,142.619,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  EAST COAST HONSHU"
"3996",5733,"",2003,11,13,2,35,10.3,10,5.1,5.1,5.1,5.1,NA,NA,NA,NA,"CHINA","",34.712,103.834,30,1,1,NA,NA,30,1,NA,1,10,1,NA,NA,1,1,NA,NA,30,1,NA,1,10,1,NA,NA,"Asia","CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN"
"3997",5734,"",2003,11,14,18,49,46.5,33,5.6,5.6,NA,5,NA,NA,NA,NA,"CHINA","",27.372,103.971,30,4,1,NA,NA,65,1,NA,2,600,3,600,3,4,1,NA,NA,65,1,NA,2,600,3,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG"
"3998",5735,"Tsu",2003,11,17,6,43,6.8,33,7.8,7.8,7.2,6.2,NA,NA,NA,NA,"USA","AK",51.146,178.65,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS"
"3999",5736,"",2003,11,18,17,14,22.6,35,6.5,6.5,6.5,6.1,NA,NA,NA,7,"PHILIPPINES","",12.025,125.416,170,1,1,NA,NA,21,1,NA,2,1,1,NA,3,1,1,NA,NA,21,1,NA,2,1,1,NA,3,"Asia","PHILIPPINES:  SAMAR:  CAN-AVID"
"4000",5737,"",2003,11,26,13,38,57.8,33,4.7,NA,NA,4.7,NA,NA,NA,NA,"CHINA","",27.283,103.753,30,NA,NA,NA,NA,4,1,NA,4,2000,4,2000,4,NA,NA,NA,NA,4,1,NA,4,2000,4,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  LUDIAN"
"4001",5738,"",2003,12,1,1,38,31.9,10,6,6,5.9,6,NA,NA,NA,NA,"CHINA","",42.905,80.515,40,11,1,NA,NA,47,1,NA,3,769,3,NA,NA,11,1,NA,NA,47,1,NA,3,769,3,NA,NA,"Asia","CHINA:  XINJIANG:  ZHAOSU"
"4002",5745,"",2003,12,5,23,41,27.4,33,4.9,NA,4.9,5.4,NA,NA,NA,NA,"INDONESIA","",-8.137,120.524,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","INDONESIA:  FLORES, RUTENG"
"4003",5746,"",2003,12,10,4,38,11.5,10,6.8,6.8,6.7,6,NA,NA,NA,NA,"TAIWAN","",23.039,121.362,30,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,"Asia","TAIWAN:  T'AI-TUNG, KAO-HSIUN"
"4004",5747,"",2003,12,11,16,28,17.3,33,5,NA,NA,5,NA,NA,NA,NA,"IRAN","",31.953,49.209,140,NA,0,NA,NA,5,1,NA,1,2,1,2,1,NA,NA,NA,NA,5,1,NA,1,1,1,NA,NA,"Asia","IRAN:  WESTERN:  MASJED-E- SOLEYMAN"
"4005",5748,"",2003,12,17,23,15,17.2,34,4.4,NA,NA,4.4,NA,NA,NA,NA,"BULGARIA","",43.083,27.486,110,NA,NA,NA,NA,NA,NA,NA,2,10,1,10,1,NA,NA,NA,NA,NA,NA,NA,2,10,1,150,3,"Europe","BULGARIA: POVADIYA"
"4006",5749,"",2003,12,22,19,15,56,8,6.6,6.6,6.4,6.1,NA,NA,NA,8,"USA","CA",35.706,-121.102,150,2,1,NA,NA,40,1,300,4,40,1,NA,NA,2,1,NA,NA,40,1,300,4,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO"
"4007",5750,"",2003,12,25,7,11,11.5,33,6.5,6.5,6.4,6,NA,NA,NA,NA,"PANAMA","",8.416,-82.824,100,2,1,NA,NA,75,2,NA,2,NA,NA,NA,3,2,1,NA,NA,75,2,NA,2,NA,NA,NA,3,"Americas","PANAMA-COSTA RICA:  PUERTO ARMUELLES"
"4008",5751,"",2003,12,26,1,56,52.4,10,6.6,6.6,6.8,6,NA,NA,NA,9,"IRAN","",28.995,58.311,140,31000,4,NA,NA,30000,4,32.7,4,NA,4,NA,4,31000,4,NA,NA,30000,4,32.7,4,NA,4,NA,NA,"Asia","IRAN:  SOUTHEASTERN:  BAM, BARAVAT"
"4009",7404,"Tsu",2003,12,27,4,55,25.4,10,6.1,6.1,5.9,5.9,NA,NA,NA,NA,"NEW CALEDONIA","",-22.107,169.35,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","NEW CALEDONIA:  LOYALTY ISLANDS"
"4010",5752,"",2004,1,1,20,59,31.9,45,5.8,5.8,5.4,5.5,NA,NA,NA,6,"INDONESIA","",-8.31,115.788,170,1,1,NA,NA,29,1,12,3,6000,4,NA,NA,1,1,NA,NA,29,1,12,3,6000,4,NA,NA,"Asia","INDONESIA:  BALI, LOMBOK"
"4011",5753,"",2004,1,1,23,31,50,29,6.1,6.1,5.7,5.6,NA,NA,NA,NA,"MEXICO","",17.488,-101.303,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","MEXICO:  GUERRERO, MEXICO CITY"
"4012",5754,"",2004,1,10,7,43,18,5,2.2,NA,NA,NA,2.2,NA,NA,NA,"SLOVAKIA","",48.758,19.217,110,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Europe","SLOVAKIA:  SLOVENSKO L'UPCA"
"4013",5755,"",2004,1,10,18,38,14.8,10,4.4,NA,4.4,4.5,4.6,NA,NA,NA,"ALGERIA","",36.852,3.418,15,NA,NA,NA,NA,300,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,300,3,NA,1,NA,NA,NA,NA,"Africa","ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES"
"4014",5756,"",2004,1,14,16,58,48.1,12,5.2,5.2,NA,5.4,NA,NA,NA,NA,"IRAN","",27.695,52.397,140,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","IRAN:  SOUTHERN:  FIRUZABAD"
"4015",6611,"Tsu",2004,1,28,22,15,30.7,17,6.7,6.7,6.5,6,NA,NA,NA,NA,"INDONESIA","",-3.12,127.4,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  SERAM"
"4016",5757,"",2004,2,4,11,59,47.6,29,6.1,6.1,5.9,5.6,NA,NA,NA,NA,"PANAMA","",8.358,-82.877,100,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,"Americas","PANAMA-COSTA RICA:  CHIRIQUI"
