"","I_D","FLAG_TSUNAMI","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LATITUDE","LONGITUDE","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","CONTINENT","LOCATION"
"4017",5758,"",2004,2,5,21,5,2.8,17,7,7,7.1,6.1,NA,NA,NA,NA,"INDONESIA","",-3.615,135.538,170,37,1,NA,NA,682,3,1,2,2678,4,NA,NA,37,1,NA,NA,682,3,1,2,2678,4,NA,NA,"Asia","INDONESIA:  NABIRE"
"4018",5759,"",2004,2,7,2,42,35.2,10,7.3,7.3,7.5,6.2,NA,NA,NA,NA,"INDONESIA","",-4.003,135.023,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","INDONESIA:  NABIRE"
"4019",5760,"Tsu",2004,2,11,8,15,3.8,27,5.3,5.3,4.8,5.1,NA,NA,NA,NA,"JORDAN","",31.675,35.551,140,NA,NA,NA,NA,4,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,4,1,NA,2,NA,NA,NA,2,"Asia","JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA"
"4020",5761,"",2004,2,14,10,30,22.1,11,5.4,5.4,5.2,5.4,NA,NA,NA,NA,"PAKISTAN","",34.774,73.216,60,24,1,NA,NA,40,1,NA,3,1420,4,1420,4,24,1,NA,NA,40,1,NA,3,1420,4,5379,4,"Asia","PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA"
"4021",5762,"",2004,2,16,14,44,39.9,56,5.1,5.1,4.5,5.2,NA,NA,NA,NA,"INDONESIA","",-0.466,100.655,170,5,1,NA,NA,7,1,NA,1,NA,NA,NA,NA,5,1,NA,NA,7,1,NA,NA,NA,NA,100,2,"Asia","INDONESIA:  SUMATRA:  PADANGPANJANG"
"4022",5763,"",2004,2,22,6,46,27,42,6,6,5.7,6.3,NA,NA,NA,NA,"INDONESIA","",-1.559,100.488,170,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,3,"Asia","INDONESIA:  SUMATRA:  PESISIR SELATAN"
"4023",5764,"",2004,2,24,2,14,34,10,4.7,NA,NA,4.7,NA,NA,NA,NA,"BURUNDI","",-3.393,29.558,10,3,1,NA,NA,NA,NA,NA,1,24,1,NA,NA,3,1,NA,NA,NA,NA,NA,1,24,1,NA,NA,"Africa","BURUNDI:  RUYAGA"
"4024",5765,"",2004,2,24,2,27,46.2,0,6.4,6.4,6.4,6.2,NA,NA,NA,9,"MOROCCO","",35.142,-3.997,15,628,3,NA,NA,926,3,400,4,2539,4,NA,NA,628,3,NA,NA,926,3,400,4,2539,4,NA,NA,"Africa","MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH"
"4025",5766,"",2004,3,1,0,35,58,9,5.2,5.2,4.8,5.4,5.1,NA,NA,NA,"GREECE","",37.136,22.116,130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Europe","GREECE:  SOUTHERN:  KALAMATA"
"4026",5768,"",2004,3,24,1,53,49.4,19,5.4,5.4,5.2,5.6,NA,NA,NA,NA,"CHINA","",45.382,118.256,30,NA,NA,NA,NA,100,2,74,4,38000,4,NA,NA,NA,NA,NA,NA,100,2,74,4,38000,4,NA,NA,"Asia","CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI"
"4027",5767,"",2004,3,25,19,30,49,NA,5.6,5.6,5.4,5,NA,NA,NA,NA,"TURKEY","",39.93,40.812,140,10,1,NA,NA,46,1,NA,1,45,1,45,1,10,1,NA,NA,46,1,NA,1,45,1,NA,NA,"Europe","TURKEY:  ERZURUM"
"4028",5769,"",2004,3,28,3,51,10,5,5.6,5.6,5.3,5.3,5.3,NA,NA,NA,"TURKEY","",39.847,40.874,140,NA,NA,NA,NA,12,1,NA,1,50,1,50,1,NA,NA,NA,NA,12,1,NA,1,50,1,NA,NA,"Europe","TURKEY:  ASKALE"
"4029",5771,"",2004,4,5,21,24,4,187,6.5,6.5,NA,6.4,NA,NA,NA,NA,"AFGHANISTAN","",36.512,71.029,40,3,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,"Asia","AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN"
"4030",5772,"",2004,4,9,1,55,50.7,66,5.4,5.4,NA,5.5,NA,NA,NA,NA,"INDONESIA","",-1.549,100.54,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","INDONESIA:  SUMATRA:  PADANG"
"4031",5774,"",2004,4,16,18,32,24,96,5.5,5.5,NA,5.5,NA,NA,NA,NA,"INDONESIA","",-8.669,114.65,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","INDONESIA:  BALI"
"4032",5775,"",2004,4,23,1,50,30.2,66,6.7,6.7,NA,6.5,NA,NA,NA,NA,"INDONESIA","",-9.362,122.839,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","INDONESIA:  TIMOR: KUPANG"
"4033",5776,"",2004,5,1,7,56,13.6,45,5.2,5.2,5.1,5.2,NA,NA,NA,NA,"TAIWAN","",24.081,121.611,30,2,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,"Asia","TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK"
"4034",5777,"",2004,5,3,4,36,50,21,6.6,6.6,6.5,5.9,6.4,NA,NA,6,"CHILE","",-37.695,-73.406,160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","CHILE: CANETE"
"4035",5778,"",2004,5,4,5,4,58.3,14,5.4,5.4,5.2,5.4,NA,NA,NA,NA,"CHINA","",37.506,96.758,30,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3100,4,"Asia","CHINA:  QINGHAI PROVINCE:  DELINGHA"
"4036",5779,"",2004,5,8,4,39,25,67,5,NA,NA,5,NA,NA,NA,NA,"IRAN","",29.881,51.474,140,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,4,1,6,1,"Asia","IRAN:  KAZERUN"
"4037",5780,"",2004,5,8,20,11,44.2,10,4.5,NA,NA,4.5,NA,NA,NA,NA,"PAKISTAN","",30.126,67.121,60,1,1,NA,NA,30,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,30,1,NA,1,NA,NA,NA,1,"Asia","PAKISTAN:  QUETTA"
"4038",5782,"",2004,5,19,21,28,10.6,35,4.1,NA,4.1,4.8,NA,NA,NA,6,"PHILIPPINES","",9.926,124.038,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","PHILIPPINES:  BOHOL ISLAND:  TUBIGON"
"4039",5783,"",2004,5,28,12,38,44.4,17,6.3,6.3,6.3,6.2,NA,NA,NA,NA,"IRAN","",36.29,51.61,140,35,1,NA,NA,400,3,165,4,NA,NA,NA,NA,35,1,NA,NA,400,3,165,4,NA,NA,NA,3,"Asia","IRAN:  MAZANDARAN, QAZVIN, TEHRAN"
"4040",5784,"",2004,5,30,2,52,12.2,14,4.9,4.9,NA,4.9,NA,NA,NA,NA,"RUSSIA","",47.311,142.12,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,46,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,46,1,"Asia","RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK"
"4041",5785,"",2004,6,9,11,41,16.5,10,4.6,NA,NA,NA,4.6,NA,NA,NA,"SAUDI ARABIA","",27.836,36.905,140,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","SAUDI ARABIA: WESTERN"
"4042",5786,"",2004,6,15,11,16,31.5,38,5.9,5.9,5.4,5.7,NA,NA,NA,6,"CHILE","",-38.854,-73.155,160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","CHILE: CARAHUE, IMPERIAL, TEMUCO"
"4043",5787,"",2004,7,1,22,30,9.3,5,5.1,5.1,4.8,5.4,NA,NA,NA,NA,"TURKEY","",39.766,43.979,140,18,1,NA,NA,21,1,NA,NA,NA,NA,NA,NA,18,1,NA,NA,21,1,NA,NA,NA,NA,NA,NA,"Europe","TURKEY:  DOGUBEYAZIT"
"4044",5789,"",2004,7,12,13,4,7.1,8,5.2,5.2,4.9,5,5.7,NA,NA,NA,"SLOVENIA","",46.296,13.641,130,1,1,NA,NA,5,1,NA,1,NA,1,NA,1,1,1,NA,NA,5,1,NA,1,NA,1,NA,1,"Europe","SLOVENIA: BOVEC, KOBARID"
"4045",5790,"",2004,7,14,14,36,2.5,NA,4.6,NA,NA,4.6,NA,NA,NA,NA,"AFGHANISTAN","",34.89,61.852,40,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,150,3,"Asia","AFGHANISTAN: HERAT"
"4046",5791,"",2004,7,18,4,22,22.6,5,5.4,5.4,5.1,5.1,NA,NA,NA,NA,"NEW ZEALAND","",-38,176.51,170,1,1,NA,NA,2,1,NA,2,NA,NA,5,1,1,1,NA,NA,2,1,NA,2,NA,NA,5,1,"Oceania","NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA"
"4047",5792,"",2004,7,18,8,31,45.8,10,5.2,5.2,4.8,5.1,NA,NA,NA,NA,"AFGHANISTAN","",33.426,69.524,40,2,1,NA,NA,40,1,NA,3,NA,3,NA,3,2,1,NA,NA,40,1,NA,3,NA,3,NA,NA,"Asia","AFGHANISTAN: PAKTIA PROVINCE"
"4048",5793,"",2004,7,30,7,14,7.8,5,4,NA,4,4.8,NA,NA,NA,NA,"TURKEY","",39.634,43.966,140,1,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,5,1,NA,1,NA,NA,NA,2,"Europe","TURKEY:  DOGUBEYAZIT"
"4049",5795,"",2004,8,4,3,1,7.5,10,5.6,5.6,5.2,5.1,NA,NA,NA,NA,"TURKEY","",36.833,27.815,140,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,"Europe","TURKEY:  BODRUM"
"4050",5796,"",2004,8,10,10,26,14.7,6,5.4,5.4,5.1,5.1,NA,NA,NA,NA,"CHINA","",27.266,103.873,30,4,1,NA,NA,600,3,50,4,18556,4,65601,4,4,1,NA,NA,600,3,50,4,18556,NA,65601,4,"Asia","CHINA:  YUNNAN PROVINCE:  LUDIAN"
"4051",5797,"",2004,8,11,15,48,26.8,7,5.7,5.7,5.5,5.3,NA,NA,NA,NA,"TURKEY","",38.377,39.261,140,1,1,NA,NA,11,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,11,1,NA,1,NA,NA,NA,NA,"Europe","TURKEY:  ELAZIG, SIVRICE"
"4052",5798,"Tsu",2004,9,5,10,7,7.8,14,7.2,7.2,7,6.7,NA,NA,NA,NA,"JAPAN","",33.07,136.618,30,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,"Asia","JAPAN:  HONSHU:  W COAST: KYOTO"
"4053",5799,"Tsu",2004,9,5,14,57,18.6,10,7.4,7.4,7.1,6.2,NA,NA,NA,NA,"JAPAN","",33.184,137.071,30,NA,NA,NA,NA,40,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,1,NA,NA,NA,NA,"Asia","JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI"
"4054",5800,"",2004,9,7,11,53,6.1,22,6.1,6.1,6.1,6.1,NA,NA,NA,NA,"ARGENTINA","",-28.573,-65.84,160,1,1,NA,NA,NA,2,NA,1,NA,2,NA,2,1,1,NA,NA,NA,2,NA,1,NA,2,NA,NA,"Americas","ARGENTINA: CATAMARCA"
"4055",5801,"",2004,9,7,12,15,49.7,10,5.2,NA,NA,5.2,NA,NA,NA,NA,"CHINA","",34.682,103.781,30,NA,NA,NA,NA,19,1,NA,3,600,3,NA,NA,NA,NA,NA,NA,19,1,NA,3,600,3,NA,NA,"Asia","CHINA:  GANSU PROVINCE"
"4056",5802,"",2004,9,21,13,32,30.8,10,4.8,4.8,NA,4.9,4.8,NA,NA,6,"POLAND","",54.841,19.912,120,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,"Europe","POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK"
"4057",5803,"",2004,9,28,17,15,24.2,9,6,6,5.8,5.4,NA,NA,NA,6,"USA","CA",35.819,-120.364,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL"
"4058",5825,"",2004,10,1,8,1,1.3,87,5.6,5.6,NA,5.1,NA,NA,NA,NA,"NICARAGUA","",11.989,-86.52,100,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","NICARAGUA:  CHINANDEGA, LEON"
"4059",5804,"",2004,10,7,21,46,20.3,35,5.6,5.6,5.4,5.6,NA,NA,NA,NA,"IRAN","",37.125,54.477,140,NA,NA,NA,NA,60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  GOLESTAN"
"4060",5805,"",2004,10,15,4,8,50.2,94,6.6,6.6,NA,6.4,NA,NA,NA,NA,"TAIWAN","",24.53,122.694,30,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,"Asia","TAIWAN:  T'AO-YUAN"
"4061",5806,"",2004,10,18,22,11,44.9,30,4.4,NA,4.4,4.8,NA,NA,NA,NA,"CHINA","",25.073,99.169,30,NA,NA,NA,NA,12,1,NA,3,20000,4,20000,4,NA,NA,NA,NA,12,1,NA,3,20000,4,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  BAOSHAN"
"4062",5807,"",2004,10,23,8,56,0.8,16,6.6,6.6,6.3,6.4,NA,NA,NA,NA,"JAPAN","",37.226,138.779,30,40,1,NA,NA,3183,4,28000,4,6000,4,NA,NA,40,1,NA,NA,3183,4,28000,4,6000,4,NA,NA,"Asia","JAPAN:  HONSHU:  NIIGATA PREFECTURE"
"4063",5808,"",2004,10,27,1,40,50.2,14,5.9,5.9,5.4,5.7,NA,NA,NA,NA,"JAPAN","",37.284,138.885,30,NA,NA,NA,NA,5,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,5,1,NA,1,1,1,NA,NA,"Asia","JAPAN:  HONSHU:  NIIGATA PREFECTURE"
"4064",5826,"",2004,10,27,20,34,36.8,96,5.8,5.8,NA,5.8,NA,NA,NA,NA,"ROMANIA","",45.787,26.622,110,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Europe","ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN"
"4065",7403,"Tsu",2004,11,2,10,2,12.8,10,6.6,6.6,6.4,5.8,NA,NA,NA,NA,"CANADA","BC",49.277,-128.772,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CANADA:  VANCOUVER ISLAND"
"4066",5827,"",2004,11,4,6,22,39.4,74,5.2,5.2,NA,5.4,NA,NA,NA,NA,"GREECE","",35.945,23.115,130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Europe","GREECE:  CRETE:  ANTIKYTHIRA"
"4067",5809,"",2004,11,8,2,15,58.8,10,5.5,5.5,5,5.6,NA,NA,NA,NA,"JAPAN","",37.396,138.862,30,NA,NA,NA,NA,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,1,NA,NA,NA,NA,"Asia","JAPAN:  HONSHU:  NIIGATA PREFECTURE"
"4068",5810,"Tsu",2004,11,11,21,26,41.1,10,7.5,7.5,7.3,6.5,NA,NA,NA,NA,"INDONESIA","",-8.152,124.868,170,34,1,NA,NA,400,3,NA,3,781,3,16712,4,34,1,NA,NA,400,3,NA,3,781,3,16712,4,"Asia","INDONESIA:  KEPULAUAN ALOR"
"4069",5811,"",2004,11,15,9,6,56.5,15,7.2,7.2,7.1,6.6,NA,NA,NA,NA,"COLOMBIA","",4.695,-77.508,160,NA,NA,NA,NA,10,1,NA,3,154,3,NA,NA,NA,NA,NA,NA,10,1,NA,3,154,3,NA,NA,"Americas","COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO"
"4070",5830,"",2004,11,19,23,49,37.1,37,4.8,NA,NA,4.8,NA,NA,NA,NA,"IRAN","",32.023,48.836,140,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","IRAN:  W"
"4071",5812,"",2004,11,20,8,7,22,16,6.4,6.4,6.3,6.2,NA,NA,NA,NA,"COSTA RICA","",9.602,-84.172,100,8,1,NA,NA,NA,2,NA,3,526,3,NA,NA,8,1,NA,NA,NA,2,NA,3,526,3,NA,NA,"Americas","COSTA RICA:  SAN JOSE, PARRITA, QUEPOS"
"4072",5813,"Tsu",2004,11,21,11,41,7.7,14,6.3,6.3,6.1,6.3,NA,NA,NA,NA,"GUADELOUPE","",15.679,-61.706,90,1,1,NA,NA,12,1,NA,2,NA,3,NA,NA,1,1,NA,NA,12,1,NA,2,NA,3,NA,NA,"Americas","GUADELOUPE:  BASSE-TERRE, LES SAINTES"
"4073",5814,"",2004,11,22,4,1,30.4,36,5,5,4,5,NA,NA,NA,NA,"IRAN","",33.297,47.977,140,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,"Asia","IRAN:  KHORRAMABAD, POL-E DOKHTAR"
"4074",5815,"Tsu",2004,11,22,20,26,23.9,10,7.1,7.1,7.1,6.4,NA,NA,NA,NA,"NEW ZEALAND","",-46.676,164.721,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO"
"4075",5816,"",2004,11,24,22,59,40,17,5.1,5.1,4.6,5.3,5.5,NA,NA,NA,"ITALY","",45.626,10.559,130,NA,NA,NA,NA,9,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,9,1,NA,2,NA,3,NA,NA,"Europe","ITALY:  NORTHERN:  BRESCIA"
"4076",5817,"",2004,11,26,2,25,3.3,10,7.1,7.1,7.2,6.2,NA,NA,NA,8,"INDONESIA","",-3.609,135.404,170,32,1,NA,NA,130,3,55,4,328,3,NA,NA,32,1,NA,NA,130,3,55,4,328,3,NA,NA,"Asia","INDONESIA:  NABIRE"
"4077",5818,"Tsu",2004,11,28,18,32,14.1,39,7,7,6.7,6.4,NA,NA,NA,NA,"JAPAN","",43.006,145.119,30,NA,NA,NA,NA,24,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,24,1,NA,1,NA,NA,NA,1,"Asia","JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO"
"4078",5819,"",2004,12,1,17,42,24.7,10,4.5,NA,NA,4.5,NA,NA,NA,NA,"ALGERIA","",36.848,3.448,15,NA,NA,NA,NA,15,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,1,NA,NA,NA,NA,"Africa","ALGERIA:  BOUMERDAS"
"4079",5831,"",2004,12,2,19,16,34.6,49,5.8,5.8,5.3,5.4,NA,NA,NA,NA,"TRINIDAD AND TOBAGO","",10.49,-61.48,90,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","TRINIDAD:  MAYARO"
"4080",5832,"",2004,12,5,1,52,37.2,10,4.8,4.8,NA,4.2,5.5,NA,NA,5,"GERMANY","",48.115,8.077,120,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Europe","GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU"
"4081",5820,"",2004,12,5,8,30,59.5,10,4.5,NA,NA,4.5,4.7,NA,NA,NA,"ALGERIA","",36.865,3.421,15,NA,NA,NA,NA,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,NA,NA,NA,NA,NA,NA,"Africa","ALGERIA:  ZEMMOURI"
"4082",5833,"",2004,12,6,14,15,11.8,35,6.8,6.8,6.5,6.5,NA,NA,NA,NA,"JAPAN","",42.9,145.228,30,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  HOKKAIDO:  KUSHIRO"
"4083",5821,"",2004,12,9,8,49,0.2,35,5.4,5.4,4.7,5.5,NA,NA,NA,NA,"INDIA","",24.757,92.539,60,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,"Asia","INDIA:  HAILAKANDI, CACHAR"
"4084",5822,"",2004,12,14,5,56,10,10,5.8,5.8,5.3,5.8,NA,NA,NA,NA,"JAPAN","",44.119,141.793,30,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,"Asia","JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE"
"4085",5834,"",2004,12,20,23,2,12.4,5,5.4,5.4,4.7,5.2,5.1,NA,NA,NA,"TURKEY","",37.042,28.206,140,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,"Europe","TURKEY:  MARMARIS"
"4086",5835,"Tsu",2004,12,23,14,59,4.4,10,8.1,8.1,7.7,6.5,NA,NA,NA,NA,"AUSTRALIA","TAS",-49.312,161.345,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","AUSTRALIA:  MACQUARIE ISLAND"
"4087",5823,"Tsu",2004,12,26,0,58,53.4,30,9.1,9.1,8.8,7,NA,NA,NA,NA,"INDONESIA","",3.316,95.854,170,1001,4,NA,NA,NA,3,10000,4,NA,3,NA,3,227899,4,NA,NA,NA,3,10000,4,NA,3,NA,NA,"Asia","INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST"
"4088",5836,"",2005,1,10,18,47,30.1,32,5.4,5.4,5.1,5.3,NA,NA,NA,NA,"IRAN","",37.103,54.574,140,NA,NA,NA,NA,110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,3,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  GORGAN"
"4089",6640,"Tsu",2005,1,19,6,11,36.4,28,6.6,6.6,6.4,5.8,NA,NA,NA,NA,"JAPAN","",34.064,141.491,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  EAST COAST HONSHU"
"4090",5838,"",2005,1,20,18,56,30.7,39,5.3,5.3,NA,5.2,5.5,NA,NA,NA,"NEW ZEALAND","",-41.223,175.21,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  NORTH ISLAND"
"4091",5839,"",2005,1,23,20,10,12.1,11,6.3,6.3,5.9,5.8,NA,NA,NA,NA,"INDONESIA","",-1.198,119.933,170,1,1,NA,NA,4,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,4,1,NA,2,NA,NA,NA,NA,"Asia","INDONESIA:  SULAWESI:  PALU"
"4092",5840,"",2005,1,24,23,23,26.1,17,6.1,6.1,5.7,5.5,NA,NA,NA,NA,"ECUADOR","",-1.364,-80.785,160,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Americas","ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO"
"4093",5842,"",2005,1,25,16,30,38.9,12,4.8,NA,NA,4.8,NA,NA,NA,NA,"CHINA","",22.526,100.709,30,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  SIMAO"
"4094",5841,"",2005,1,25,16,44,16.1,41,5.9,5.9,5.6,5.3,NA,NA,NA,NA,"TURKEY","",37.622,43.703,140,2,1,NA,NA,22,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,22,1,NA,1,NA,NA,NA,NA,"Europe","TURKEY:  HAKKARI"
"4095",5843,"",2005,1,29,7,41,31,5,4.4,NA,NA,4.4,4.8,NA,NA,NA,"SPAIN","",37.91,-1.82,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Europe","SPAIN:  LA PACA, ZARCILLA DE RAMOS"
"4096",5844,"",2005,2,2,5,55,18.2,15,4.8,NA,NA,4.8,NA,NA,NA,NA,"INDONESIA","",-7.037,107.819,60,1,1,NA,NA,NA,2,NA,2,NA,2,NA,2,1,1,NA,NA,NA,2,NA,2,NA,2,NA,NA,"Asia","INDONESIA:  JAVA:  GARUT"
